Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Units Sold,Price Per Unit,Total Sales,Discount Percentage,Discount Value,Net Sales
25-12-2023,45,PR005,P023,1,,,,,
27-03-2022,18,0,P028,2,,,,,
06-09-2020,3,0,P013,3,,,,,
23-10-2021,24,0,P017,1,,,,,
19-06-2020,22,0,P015,3,,,,,
20-11-2021,19,0,P029,3,,,,,
08-03-2020,43,0,P020,3,,,,,
16-08-2020,44,0,P019,2,,,,,
12-01-2023,25,0,P013,3,,,,,
01-07-2022,35,0,P028,2,,,,,
14-09-2022,32,0,P030,2,,,,,
24-09-2020,34,0,P029,3,,,,,
29-11-2023,12,0,P024,1,,,,,
15-04-2020,46,PR001,P004,2,,,,,
06-02-2023,12,0,P022,1,,,,,
24-11-2023,8,0,P029,2,,,,,
13-03-2021,32,0,P023,2,,,,,
26-10-2022,37,0,P012,3,,,,,
26-05-2022,23,PR001,P010,2,,,,,
11-06-2021,45,0,P026,1,,,,,
20-02-2022,28,0,P024,2,,,,,
20-07-2020,48,0,P020,3,,,,,
13-06-2022,2,0,P024,2,,,,,
30-11-2023,49,0,P005,1,,,,,
09-08-2020,34,0,P023,1,,,,,
21-01-2023,25,0,P012,3,,,,,
03-04-2021,36,PR001,P023,1,,,,,
12-07-2021,3,0,P007,1,,,,,
05-03-2020,14,0,P029,1,,,,,
25-12-2020,41,0,P017,1,,,,,
03-04-2022,4,PR001,P006,1,,,,,
22-08-2021,32,0,P018,1,,,,,
24-10-2023,27,0,P024,1,,,,,
15-02-2020,38,0,P015,3,,,,,
31-03-2020,30,0,P030,3,,,,,
07-03-2021,19,0,P021,1,,,,,
29-01-2023,42,0,P020,1,,,,,
18-01-2023,15,0,P017,3,,,,,
29-10-2020,9,0,P030,2,,,,,
08-06-2023,8,0,P030,2,,,,,
24-03-2022,21,0,P026,2,,,,,
14-05-2022,50,PR001,P029,1,,,,,
11-10-2021,46,0,P022,1,,,,,
24-07-2020,31,0,P009,3,,,,,
26-10-2023,26,0,P025,3,,,,,
16-05-2021,6,PR001,P023,1,,,,,
24-05-2021,39,PR001,P013,2,,,,,
03-06-2021,11,0,P003,2,,,,,
09-10-2020,2,0,P028,1,,,,,
30-01-2020,19,0,P030,2,,,,,
13-06-2021,46,0,P022,3,,,,,
16-10-2023,3,0,P018,1,,,,,
01-11-2021,46,0,P002,3,,,,,
30-11-2023,31,0,P015,3,,,,,
19-04-2023,12,PR001,P022,3,,,,,
09-04-2021,32,PR001,P005,2,,,,,
08-02-2020,24,0,P016,3,,,,,
29-04-2020,12,PR001,P006,2,,,,,
18-05-2021,12,PR001,P014,3,,,,,
26-07-2020,38,PR004,P006,3,,,,,
25-02-2023,40,0,P012,3,,,,,
14-02-2021,24,0,P010,2,,,,,
07-06-2022,31,0,P030,3,,,,,
16-05-2020,16,PR001,P021,3,,,,,
13-01-2022,34,0,P015,2,,,,,
08-09-2023,43,0,P025,1,,,,,
30-04-2021,35,PR001,P022,2,,,,,
23-02-2022,19,0,P025,2,,,,,
20-07-2020,12,0,P030,2,,,,,
01-03-2022,40,0,P010,1,,,,,
24-06-2020,40,0,P017,2,,,,,
27-02-2020,40,0,P020,1,,,,,
25-10-2021,2,0,P002,2,,,,,
25-10-2022,24,0,P018,1,,,,,
25-10-2022,3,0,P029,3,,,,,
25-07-2022,32,0,P030,2,,,,,
02-03-2023,26,0,P012,2,,,,,
05-04-2022,48,PR001,P007,2,,,,,
29-11-2023,17,0,P021,3,,,,,
20-03-2020,10,0,P026,2,,,,,
19-01-2022,34,0,P012,3,,,,,
25-12-2023,19,PR005,P002,2,,,,,
26-07-2022,23,0,P023,2,,,,,
24-12-2021,15,0,P029,3,,,,,
24-06-2020,11,0,P026,1,,,,,
28-06-2020,8,0,P004,2,,,,,
16-02-2020,48,0,P013,3,,,,,
16-09-2023,14,0,P030,3,,,,,
02-08-2023,49,0,P019,3,,,,,
01-06-2023,24,0,P014,2,,,,,
24-11-2021,17,0,P015,1,,,,,
14-06-2023,29,0,P022,2,,,,,
25-02-2023,10,0,P009,1,,,,,
25-06-2021,6,0,P026,2,,,,,
24-05-2021,17,PR001,P008,1,,,,,
04-10-2020,36,0,P016,3,,,,,
07-03-2023,5,0,P028,3,,,,,
05-08-2020,5,0,P021,2,,,,,
12-06-2020,27,0,P030,1,,,,,
28-05-2022,50,PR001,P030,1,,,,,
14-01-2020,40,0,P026,3,,,,,
20-12-2020,21,0,P020,1,,,,,
14-01-2021,10,0,P028,1,,,,,
05-11-2021,17,0,P019,1,,,,,
10-06-2020,26,0,P018,3,,,,,
15-02-2023,23,0,P024,3,,,,,
30-04-2022,32,PR001,P009,3,,,,,
18-07-2020,1,PR004,P030,1,,,,,
24-07-2023,7,0,P026,2,,,,,
05-11-2023,15,0,P002,2,,,,,
27-05-2020,28,PR001,P012,2,,,,,
17-01-2023,36,0,P025,1,,,,,
19-07-2023,2,0,P008,3,,,,,
07-01-2020,28,0,P008,1,,,,,
22-09-2020,42,0,P025,1,,,,,
30-03-2022,15,0,P001,3,,,,,
27-02-2020,48,0,P006,3,,,,,
31-07-2023,11,0,P020,2,,,,,
17-05-2021,19,PR001,P026,2,,,,,
16-11-2020,20,0,P028,1,,,,,
24-08-2020,49,0,P017,1,,,,,
01-03-2020,5,0,P009,1,,,,,
29-02-2020,8,0,P021,2,,,,,
07-07-2023,25,0,P011,3,,,,,
26-04-2023,4,PR001,P029,2,,,,,
14-08-2021,36,0,P014,2,,,,,
02-01-2022,2,0,P012,1,,,,,
10-06-2023,4,0,P010,1,,,,,
10-08-2020,28,0,P005,3,,,,,
29-06-2021,20,0,P027,2,,,,,
13-09-2023,45,0,P019,3,,,,,
07-12-2021,5,0,P030,2,,,,,
28-02-2020,7,0,P006,3,,,,,
06-08-2022,3,0,P012,3,,,,,
18-02-2022,10,0,P017,3,,,,,
25-12-2023,12,PR005,P017,2,,,,,
17-04-2023,8,PR001,P020,1,,,,,
21-07-2023,23,0,P023,3,,,,,
16-04-2020,15,PR001,P017,2,,,,,
11-09-2022,11,0,P013,2,,,,,
01-07-2021,37,0,P003,3,,,,,
28-08-2023,47,0,P006,1,,,,,
27-10-2023,47,0,P003,3,,,,,
30-07-2020,1,0,P008,2,,,,,
31-03-2021,49,0,P012,3,,,,,
09-11-2020,28,0,P008,3,,,,,
19-07-2022,2,0,P012,1,,,,,
08-12-2021,36,0,P017,3,,,,,
13-07-2022,37,0,P014,3,,,,,
06-05-2021,17,PR001,P004,3,,,,,
25-01-2022,34,0,P021,2,,,,,
19-10-2020,30,0,P020,1,,,,,
07-01-2023,20,0,P023,2,,,,,
22-12-2021,5,0,P027,3,,,,,
10-01-2020,46,0,P005,3,,,,,
26-02-2022,27,0,P023,2,,,,,
10-09-2023,5,0,P021,2,,,,,
28-06-2023,4,0,P015,1,,,,,
02-09-2023,36,0,P020,2,,,,,
07-06-2021,31,0,P003,1,,,,,
01-09-2020,26,0,P024,1,,,,,
24-09-2022,9,0,P013,2,,,,,
06-03-2022,4,0,P018,1,,,,,
08-01-2020,19,0,P013,2,,,,,
24-06-2021,19,0,P003,1,,,,,
03-05-2022,3,PR001,P030,1,,,,,
01-09-2020,1,0,P020,1,,,,,
20-09-2020,14,0,P007,1,,,,,
09-11-2021,32,0,P001,2,,,,,
04-09-2022,38,0,P027,2,,,,,
17-03-2021,36,0,P027,1,,,,,
24-12-2023,12,PR005,P007,2,,,,,
10-10-2020,50,0,P015,1,,,,,
03-05-2021,33,PR001,P026,1,,,,,
05-09-2021,45,0,P001,3,,,,,
22-10-2020,1,0,P001,1,,,,,
02-12-2021,24,0,P011,3,,,,,
10-04-2021,18,PR001,P018,2,,,,,
29-02-2020,8,0,P008,3,,,,,
19-05-2022,7,PR001,P022,3,,,,,
24-10-2023,20,0,P011,1,,,,,
02-08-2023,28,0,P016,2,,,,,
15-11-2022,47,0,P016,1,,,,,
19-01-2020,36,0,P006,2,,,,,
08-01-2022,47,0,P013,2,,,,,
11-11-2023,15,0,P001,2,,,,,
29-12-2021,6,0,P023,2,,,,,
30-01-2023,13,0,P029,3,,,,,
31-08-2022,3,0,P027,2,,,,,
25-01-2021,25,0,P009,1,,,,,
26-04-2021,5,PR001,P002,2,,,,,
14-05-2023,21,PR001,P013,1,,,,,
23-05-2023,29,PR001,P005,2,,,,,
02-07-2020,33,0,P007,3,,,,,
20-03-2023,34,0,P005,2,,,,,
12-01-2023,3,0,P026,1,,,,,
01-08-2020,5,0,P001,2,,,,,
24-05-2021,7,PR001,P023,1,,,,,
15-08-2022,42,0,P010,2,,,,,
29-06-2021,14,0,P006,3,,,,,
20-06-2023,41,0,P021,2,,,,,
14-08-2023,32,0,P030,2,,,,,
12-01-2021,34,0,P030,2,,,,,
07-02-2023,3,0,P013,3,,,,,
20-01-2021,20,0,P008,2,,,,,
21-04-2022,40,PR001,P026,1,,,,,
07-01-2022,23,0,P028,3,,,,,
26-11-2020,39,0,P014,3,,,,,
16-08-2023,25,0,P015,2,,,,,
06-04-2023,18,PR001,P019,1,,,,,
28-07-2022,46,0,P002,3,,,,,
18-01-2021,3,0,P005,1,,,,,
19-11-2022,3,0,P017,3,,,,,
13-03-2023,24,0,P029,1,,,,,
13-11-2021,37,0,P017,3,,,,,
06-06-2023,40,0,P002,2,,,,,
15-08-2023,33,0,P024,1,,,,,
24-09-2023,31,0,P018,3,,,,,
15-08-2020,10,0,P009,1,,,,,
06-07-2022,43,0,P020,1,,,,,
14-06-2020,20,0,P019,1,,,,,
29-05-2023,8,PR001,P016,2,,,,,
13-01-2020,17,0,P020,2,,,,,
28-05-2022,4,PR001,P021,2,,,,,
29-01-2022,9,0,P010,1,,,,,
09-01-2021,33,0,P013,1,,,,,
21-07-2021,6,0,P016,3,,,,,
17-12-2021,10,0,P013,3,,,,,
11-08-2021,13,0,P002,2,,,,,
15-12-2022,42,0,P023,3,,,,,
22-04-2023,40,PR001,P013,1,,,,,
13-02-2021,44,0,P020,3,,,,,
29-11-2020,11,0,P004,3,,,,,
24-07-2023,44,0,P008,2,,,,,
24-03-2022,48,0,P026,2,,,,,
18-12-2021,12,0,P025,1,,,,,
24-10-2022,20,PR002,P023,1,,,,,
07-11-2020,1,0,P016,1,,,,,
24-12-2023,31,PR005,P021,2,,,,,
05-03-2020,3,0,P028,2,,,,,
20-05-2022,8,PR001,P013,2,,,,,
18-08-2020,12,0,P028,2,,,,,
11-07-2021,33,PR004,P014,1,,,,,
07-07-2023,16,0,P004,3,,,,,
09-06-2023,5,0,P001,3,,,,,
05-02-2020,38,0,P014,2,,,,,
04-04-2022,36,PR001,P020,2,,,,,
26-06-2020,32,0,P001,2,,,,,
16-02-2022,17,0,P016,2,,,,,
08-12-2020,1,0,P003,1,,,,,
22-05-2020,42,PR001,P019,3,,,,,
27-07-2022,23,0,P011,1,,,,,
28-11-2023,2,0,P016,3,,,,,
02-08-2021,15,0,P008,2,,,,,
24-03-2021,48,0,P011,2,,,,,
12-11-2021,5,0,P002,3,,,,,
02-12-2022,48,0,P029,3,,,,,
02-02-2020,43,0,P020,1,,,,,
21-07-2021,17,0,P029,2,,,,,
27-03-2020,29,0,P028,1,,,,,
01-07-2020,36,0,P009,3,,,,,
18-06-2022,6,0,P002,2,,,,,
15-01-2021,38,0,P021,2,,,,,
05-11-2021,39,0,P014,2,,,,,
14-12-2020,48,0,P028,2,,,,,
18-05-2020,46,PR001,P008,1,,,,,
07-03-2023,18,0,P024,1,,,,,
20-01-2021,22,0,P002,1,,,,,
19-07-2021,23,0,P020,2,,,,,
29-12-2021,33,0,P012,1,,,,,
12-09-2022,14,0,P016,3,,,,,
24-12-2023,16,PR005,P004,3,,,,,
18-02-2022,29,0,P006,3,,,,,
17-01-2020,44,0,P027,2,,,,,
06-08-2020,5,0,P015,3,,,,,
09-08-2023,19,0,P028,1,,,,,
03-04-2022,43,PR001,P007,3,,,,,
02-04-2021,40,PR001,P026,2,,,,,
24-01-2021,2,0,P019,3,,,,,
03-03-2023,31,0,P006,2,,,,,
16-12-2020,1,0,P022,3,,,,,
21-11-2020,10,0,P022,3,,,,,
02-04-2023,2,PR001,P020,3,,,,,
17-02-2021,40,0,P017,1,,,,,
01-03-2020,43,0,P005,1,,,,,
17-01-2022,50,0,P027,3,,,,,
03-12-2021,29,0,P021,2,,,,,
27-01-2022,28,0,P021,3,,,,,
14-11-2022,42,0,P003,3,,,,,
02-07-2022,33,PR004,P019,2,,,,,
07-02-2022,34,0,P015,1,,,,,
12-08-2022,45,0,P007,3,,,,,
24-02-2023,20,0,P007,1,,,,,
24-10-2022,9,PR002,P011,3,,,,,
15-10-2021,5,0,P008,2,,,,,
20-02-2022,44,0,P012,2,,,,,
30-01-2023,12,0,P025,3,,,,,
30-04-2022,34,PR001,P020,1,,,,,
13-08-2021,35,0,P006,1,,,,,
28-09-2023,4,0,P024,1,,,,,
20-08-2023,17,0,P006,3,,,,,
01-10-2023,21,0,P028,3,,,,,
04-10-2021,7,0,P012,2,,,,,
19-07-2020,41,PR004,P024,2,,,,,
07-04-2020,40,PR001,P009,2,,,,,
07-02-2020,50,0,P007,3,,,,,
12-09-2021,32,0,P009,3,,,,,
05-07-2023,23,0,P022,1,,,,,
08-12-2022,17,0,P017,2,,,,,
26-05-2021,34,PR001,P030,2,,,,,
19-05-2023,48,PR001,P005,3,,,,,
19-12-2020,1,0,P001,1,,,,,
19-05-2020,20,PR001,P013,1,,,,,
06-03-2021,19,0,P013,3,,,,,
15-08-2023,9,0,P021,2,,,,,
16-07-2023,29,PR004,P004,2,,,,,
14-09-2020,8,0,P017,2,,,,,
05-11-2020,41,0,P030,1,,,,,
21-12-2020,1,0,P006,3,,,,,
09-11-2022,24,0,P001,3,,,,,
02-12-2020,3,0,P008,1,,,,,
04-11-2022,35,0,P014,1,,,,,
06-06-2023,46,0,P019,1,,,,,
27-08-2021,4,0,P024,1,,,,,
10-04-2023,38,PR001,P026,2,,,,,
22-07-2022,46,0,P024,2,,,,,
30-10-2023,19,0,P001,2,,,,,
26-07-2023,3,0,P027,3,,,,,
08-12-2020,34,0,P009,1,,,,,
20-09-2020,28,0,P009,3,,,,,
23-08-2022,32,0,P010,2,,,,,
06-11-2021,8,0,P014,1,,,,,
27-08-2023,19,0,P004,3,,,,,
31-05-2020,24,PR001,P003,2,,,,,
24-12-2023,7,PR005,P013,1,,,,,
01-09-2020,33,0,P001,1,,,,,
22-01-2020,40,0,P004,3,,,,,
18-08-2020,12,0,P030,2,,,,,
03-02-2023,47,0,P025,1,,,,,
15-10-2020,20,0,P001,1,,,,,
17-12-2022,4,0,P011,1,,,,,
23-07-2023,4,PR004,P004,2,,,,,
17-11-2020,37,0,P010,3,,,,,
07-11-2022,25,0,P027,3,,,,,
10-02-2023,27,0,P026,1,,,,,
11-11-2023,17,0,P016,3,,,,,
21-04-2021,39,PR001,P012,2,,,,,
08-01-2020,42,0,P024,3,,,,,
19-05-2022,30,PR001,P029,2,,,,,
06-07-2021,22,0,P002,2,,,,,
14-02-2023,48,0,P013,2,,,,,
02-01-2021,1,0,P011,2,,,,,
10-04-2021,44,PR001,P006,3,,,,,
04-08-2020,45,0,P025,1,,,,,
07-02-2023,41,0,P006,1,,,,,
11-01-2021,1,0,P029,2,,,,,
10-09-2023,47,0,P025,3,,,,,
06-02-2021,19,0,P027,3,,,,,
17-02-2021,43,0,P026,1,,,,,
07-06-2020,15,0,P015,3,,,,,
31-05-2021,9,PR001,P009,2,,,,,
08-04-2020,11,PR001,P004,2,,,,,
03-01-2022,20,0,P006,2,,,,,
18-06-2022,29,0,P030,1,,,,,
14-05-2023,34,PR001,P021,2,,,,,
12-09-2021,27,0,P014,3,,,,,
24-09-2022,44,0,P029,1,,,,,
01-01-2020,24,0,P004,1,,,,,
26-05-2020,3,PR001,P001,1,,,,,
11-06-2023,13,0,P005,1,,,,,
23-10-2022,35,0,P005,3,,,,,
04-02-2023,12,0,P004,2,,,,,
13-11-2022,19,0,P023,1,,,,,
22-01-2022,6,0,P021,3,,,,,
31-08-2021,5,0,P009,1,,,,,
09-07-2020,47,0,P016,3,,,,,
08-12-2020,6,0,P021,1,,,,,
04-10-2021,33,0,P013,1,,,,,
25-06-2021,2,0,P023,3,,,,,
21-12-2021,44,0,P006,2,,,,,
01-10-2021,35,0,P013,2,,,,,
25-11-2021,19,0,P007,1,,,,,
21-10-2022,44,0,P024,1,,,,,
28-04-2022,42,PR001,P029,1,,,,,
28-09-2023,37,0,P016,2,,,,,
03-04-2021,45,PR001,P025,3,,,,,
01-02-2021,13,0,P019,3,,,,,
24-06-2021,34,0,P017,1,,,,,
23-02-2022,48,0,P008,1,,,,,
16-03-2023,7,0,P019,1,,,,,
04-06-2023,24,0,P005,1,,,,,
04-11-2020,33,0,P009,2,,,,,
06-10-2023,38,0,P016,3,,,,,
04-11-2022,18,0,P022,1,,,,,
31-03-2023,3,0,P007,1,,,,,
15-04-2021,14,PR001,P027,1,,,,,
14-08-2020,50,0,P018,2,,,,,
24-10-2023,4,0,P008,3,,,,,
03-02-2021,47,0,P007,2,,,,,
08-07-2022,42,0,P004,3,,,,,
02-11-2021,19,0,P021,3,,,,,
23-09-2023,38,0,P007,3,,,,,
28-12-2022,20,0,P009,2,,,,,
30-04-2021,3,PR001,P013,3,,,,,
18-03-2023,40,0,P024,2,,,,,
05-10-2020,36,0,P021,1,,,,,
15-03-2020,18,0,P027,1,,,,,
12-05-2023,21,PR001,P022,2,,,,,
12-01-2021,34,0,P017,1,,,,,
08-02-2020,46,0,P028,3,,,,,
11-01-2021,3,0,P030,2,,,,,
26-06-2023,35,0,P015,1,,,,,
23-07-2020,39,0,P018,3,,,,,
15-03-2023,8,0,P020,3,,,,,
14-06-2021,40,0,P011,2,,,,,
29-06-2022,31,0,P003,1,,,,,
02-11-2021,25,0,P004,3,,,,,
22-01-2021,48,0,P017,3,,,,,
31-07-2022,11,PR004,P019,2,,,,,
20-08-2020,9,0,P010,2,,,,,
14-08-2021,46,0,P017,3,,,,,
02-11-2021,3,0,P013,1,,,,,
17-03-2020,3,0,P028,1,,,,,
10-11-2023,3,0,P026,1,,,,,
14-08-2023,44,0,P020,3,,,,,
15-01-2022,49,0,P029,2,,,,,
18-08-2022,25,0,P012,1,,,,,
25-03-2023,23,0,P009,3,,,,,
08-11-2021,42,0,P022,3,,,,,
24-01-2023,30,0,P007,2,,,,,
19-08-2022,40,0,P021,1,,,,,
28-09-2023,12,0,P025,2,,,,,
23-12-2023,48,PR005,P021,1,,,,,
21-11-2023,24,0,P019,1,,,,,
26-10-2020,25,0,P014,2,,,,,
20-04-2023,7,PR001,P003,3,,,,,
18-04-2021,36,PR001,P029,1,,,,,
27-08-2021,38,0,P004,2,,,,,
24-06-2020,43,0,P010,1,,,,,
16-01-2021,1,0,P014,2,,,,,
20-01-2021,1,0,P028,1,,,,,
21-07-2020,38,0,P015,3,,,,,
10-04-2020,44,PR001,P018,2,,,,,
04-07-2020,5,PR004,P018,3,,,,,
09-11-2020,26,0,P002,2,,,,,
19-01-2022,48,0,P018,2,,,,,
09-09-2023,45,0,P029,1,,,,,
12-10-2020,44,0,P027,1,,,,,
05-01-2021,16,0,P026,2,,,,,
28-03-2023,24,0,P024,3,,,,,
09-07-2021,23,0,P008,3,,,,,
20-05-2023,2,PR001,P024,2,,,,,
20-03-2023,6,0,P011,3,,,,,
27-07-2022,8,0,P027,2,,,,,
03-03-2021,49,0,P022,2,,,,,
04-08-2023,30,0,P011,3,,,,,
23-09-2020,33,0,P030,3,,,,,
08-08-2022,47,0,P006,3,,,,,
03-02-2021,1,0,P015,2,,,,,
18-10-2022,38,0,P003,2,,,,,
07-04-2020,36,PR001,P027,3,,,,,
07-06-2020,21,0,P020,3,,,,,
18-02-2021,1,0,P004,3,,,,,
22-02-2021,8,0,P007,1,,,,,
05-03-2023,38,0,P015,2,,,,,
20-09-2023,2,0,P006,1,,,,,
08-02-2021,35,0,P015,2,,,,,
08-12-2021,4,0,P025,3,,,,,
05-10-2023,5,0,P003,1,,,,,
31-03-2023,29,0,P011,2,,,,,
12-03-2022,11,0,P004,2,,,,,
23-11-2022,16,0,P028,2,,,,,
13-05-2021,24,PR001,P020,3,,,,,
04-05-2020,42,PR001,P030,1,,,,,
16-10-2022,30,0,P024,3,,,,,
05-11-2020,10,0,P024,2,,,,,
09-09-2023,15,0,P029,3,,,,,
13-04-2022,20,PR001,P028,2,,,,,
25-05-2021,13,PR001,P029,3,,,,,
03-10-2021,12,0,P005,1,,,,,
09-09-2022,47,0,P013,2,,,,,
24-03-2022,6,0,P021,2,,,,,
30-12-2020,40,0,P012,2,,,,,
12-02-2021,45,0,P018,1,,,,,
12-12-2020,50,0,P008,2,,,,,
16-06-2021,9,0,P011,1,,,,,
19-06-2020,44,0,P027,1,,,,,
18-02-2022,39,0,P026,2,,,,,
04-05-2021,31,PR001,P010,3,,,,,
10-11-2022,15,0,P018,2,,,,,
31-07-2023,11,0,P030,1,,,,,
09-02-2020,12,0,P018,3,,,,,
18-06-2021,7,0,P028,1,,,,,
23-06-2022,32,0,P023,3,,,,,
25-09-2022,12,0,P020,2,,,,,
14-04-2023,27,PR001,P017,2,,,,,
11-10-2020,19,0,P015,1,,,,,
16-11-2020,7,0,P017,3,,,,,
25-10-2021,3,0,P013,3,,,,,
07-08-2020,25,0,P008,3,,,,,
28-08-2021,27,0,P009,1,,,,,
23-12-2023,28,PR005,P010,3,,,,,
21-04-2021,43,PR001,P001,2,,,,,
23-12-2023,8,PR005,P003,2,,,,,
11-12-2022,5,0,P011,2,,,,,
03-10-2020,2,0,P021,3,,,,,
19-05-2020,27,PR001,P021,1,,,,,
13-05-2020,35,PR001,P002,2,,,,,
08-08-2022,35,0,P025,1,,,,,
23-12-2023,20,PR005,P006,2,,,,,
23-12-2023,37,PR005,P025,1,,,,,
24-11-2021,46,0,P016,1,,,,,
02-03-2021,43,0,P005,1,,,,,
06-03-2023,7,0,P006,2,,,,,
25-05-2021,7,PR001,P010,3,,,,,
15-07-2020,39,0,P022,2,,,,,
26-04-2023,37,PR001,P022,2,,,,,
22-07-2022,16,0,P013,1,,,,,
22-08-2020,33,0,P015,2,,,,,
27-07-2021,34,0,P023,1,,,,,
12-01-2022,38,0,P016,1,,,,,
14-02-2021,8,0,P027,1,,,,,
29-11-2023,22,0,P029,1,,,,,
22-11-2023,3,0,P010,2,,,,,
21-06-2020,15,0,P028,1,,,,,
02-10-2020,26,0,P001,2,,,,,
01-05-2021,14,PR001,P025,1,,,,,
16-08-2021,44,0,P028,1,,,,,
31-07-2023,17,0,P022,1,,,,,
28-06-2023,46,0,P010,2,,,,,
25-05-2020,16,PR001,P011,3,,,,,
23-01-2020,35,0,P005,1,,,,,
09-10-2020,12,0,P012,1,,,,,
24-09-2021,23,0,P011,1,,,,,
25-05-2023,45,PR001,P021,2,,,,,
22-12-2023,14,PR005,P017,3,,,,,
26-11-2023,39,0,P001,1,,,,,
26-07-2020,46,PR004,P014,1,,,,,
22-05-2021,43,PR001,P018,2,,,,,
14-07-2023,12,0,P027,2,,,,,
15-10-2023,33,0,P007,3,,,,,
24-11-2023,39,0,P025,3,,,,,
26-10-2021,29,0,P025,3,,,,,
05-08-2020,10,0,P026,1,,,,,
27-03-2022,18,0,P014,3,,,,,
07-04-2020,2,PR001,P002,2,,,,,
14-09-2022,31,0,P002,3,,,,,
29-04-2022,25,PR001,P015,2,,,,,
16-04-2023,41,PR001,P025,2,,,,,
10-01-2022,4,0,P012,2,,,,,
09-10-2020,37,0,P030,3,,,,,
19-12-2022,13,0,P023,2,,,,,
17-12-2021,20,0,P007,3,,,,,
04-09-2022,10,0,P022,1,,,,,
11-08-2021,17,0,P004,1,,,,,
10-07-2021,22,PR004,P009,2,,,,,
16-10-2022,44,0,P027,2,,,,,
17-01-2023,35,0,P004,3,,,,,
29-11-2021,8,0,P021,3,,,,,
11-02-2022,30,0,P011,3,,,,,
15-11-2023,31,0,P020,3,,,,,
26-06-2023,33,0,P001,3,,,,,
19-06-2023,27,0,P009,1,,,,,
16-10-2022,17,0,P005,3,,,,,
22-12-2023,35,PR005,P018,2,,,,,
22-10-2023,40,0,P027,1,,,,,
04-02-2023,30,0,P014,3,,,,,
22-06-2020,8,0,P019,1,,,,,
09-03-2023,8,0,P010,2,,,,,
22-12-2023,2,PR005,P028,3,,,,,
28-08-2021,26,0,P016,3,,,,,
30-09-2023,23,0,P019,2,,,,,
02-11-2022,47,0,P008,2,,,,,
24-06-2023,33,0,P006,1,,,,,
24-08-2023,21,0,P026,3,,,,,
13-07-2023,33,0,P007,3,,,,,
11-12-2021,36,0,P007,2,,,,,
03-09-2021,11,0,P010,3,,,,,
24-05-2023,21,PR001,P013,3,,,,,
24-11-2022,42,0,P007,1,,,,,
31-08-2020,47,0,P022,2,,,,,
23-04-2020,4,PR001,P008,2,,,,,
27-01-2022,39,0,P015,3,,,,,
24-03-2022,5,0,P015,2,,,,,
10-10-2021,2,0,P004,2,,,,,
29-09-2023,30,0,P012,3,,,,,
21-12-2023,37,PR005,P024,3,,,,,
09-01-2021,18,0,P024,1,,,,,
14-07-2021,17,0,P022,1,,,,,
21-10-2023,26,0,P014,3,,,,,
09-03-2020,46,0,P009,3,,,,,
27-07-2022,27,0,P006,3,,,,,
02-03-2020,30,0,P017,2,,,,,
20-03-2021,1,0,P007,1,,,,,
16-03-2021,15,0,P005,3,,,,,
09-06-2021,22,0,P026,1,,,,,
06-05-2020,20,PR001,P025,3,,,,,
09-05-2023,36,PR001,P003,1,,,,,
09-09-2023,46,0,P017,3,,,,,
06-03-2023,10,0,P005,3,,,,,
27-02-2023,36,0,P026,3,,,,,
09-12-2020,43,0,P010,1,,,,,
19-12-2022,23,0,P015,1,,,,,
05-08-2022,16,0,P014,2,,,,,
28-06-2022,28,0,P001,2,,,,,
31-08-2021,20,0,P018,1,,,,,
09-01-2020,11,0,P024,1,,,,,
17-08-2023,18,0,P021,2,,,,,
31-12-2022,6,0,P007,2,,,,,
12-08-2023,27,0,P025,1,,,,,
24-09-2021,43,0,P021,2,,,,,
01-04-2021,1,PR001,P014,2,,,,,
30-11-2021,28,0,P015,2,,,,,
01-03-2020,9,0,P013,2,,,,,
15-05-2023,40,PR001,P030,1,,,,,
10-07-2022,7,PR004,P002,2,,,,,
14-07-2021,38,0,P013,3,,,,,
06-05-2023,2,PR001,P004,3,,,,,
04-04-2022,6,PR001,P029,3,,,,,
27-03-2022,27,0,P022,3,,,,,
31-07-2023,18,0,P012,2,,,,,
24-01-2021,35,0,P015,2,,,,,
27-11-2023,48,0,P011,3,,,,,
06-04-2022,2,PR001,P030,1,,,,,
22-02-2020,33,0,P014,2,,,,,
16-11-2023,42,0,P006,1,,,,,
04-08-2022,38,0,P016,3,,,,,
05-07-2022,2,0,P017,2,,,,,
17-06-2022,39,0,P028,1,,,,,
19-02-2021,18,0,P005,1,,,,,
01-08-2021,25,0,P015,2,,,,,
29-11-2022,12,0,P005,1,,,,,
12-02-2023,27,0,P024,3,,,,,
15-12-2020,2,0,P020,1,,,,,
01-03-2023,36,0,P020,2,,,,,
21-10-2021,22,0,P010,3,,,,,
07-02-2020,3,0,P026,1,,,,,
21-08-2023,49,0,P020,3,,,,,
11-04-2021,37,PR001,P021,2,,,,,
13-01-2023,38,0,P002,2,,,,,
01-08-2023,2,0,P008,2,,,,,
03-10-2021,25,0,P015,1,,,,,
18-02-2023,17,0,P014,3,,,,,
30-04-2022,19,PR001,P014,3,,,,,
25-10-2023,28,0,P006,3,,,,,
23-04-2021,1,PR001,P011,1,,,,,
31-08-2020,7,0,P027,3,,,,,
27-12-2020,6,0,P023,2,,,,,
13-10-2021,41,0,P003,1,,,,,
02-12-2020,10,0,P002,1,,,,,
16-12-2021,9,0,P030,2,,,,,
